"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,84616,"60614","IL","Chicago","Cook","Chicago",118,374400,0.00160513643659711,0.000534473543559594,-0.00292942743009321,0.0151991014929753,-0.00258051530444026,"2007-09","2007-Q3",394700,-0.0514314669369141,"2005-02"
2016-02-29,98848,"96706","HI","Urban Honolulu, HI","Honolulu","Ewa Beach",119,526100,0.0047746371275783,0.0152450791200309,0.0769703172978506,0.0617518180768513,0.0125744431262349,"2016-02","2016-Q1",526100,0,"2016-02"
2016-02-29,79040,"48180","MI","Detroit","Wayne","Taylor",120,80700,0.0112781954887218,0.0399484536082474,0.106995884773663,0.0723887607160651,-0.0413467516796375,"2005-08","2005-Q3",124200,-0.35024154589372,"1998-09"
2016-02-29,94820,"85225","AZ","Phoenix","Maricopa","Chandler",121,217100,0.00323475046210721,0.0149602618045816,0.0920523138832998,0.113545876322084,-0.0181347739605193,"2006-03","2006-Q1",261200,-0.168836140888208,"2005-07"
2016-02-29,98378,"95687","CA","Vallejo","Solano","Vacaville",122,349800,0.00632911392405063,0.0219106047326906,0.0730061349693251,0.0960899923289857,-0.0262927811110909,"2006-04","2006-Q2",458600,-0.237243785433929,"2004-06"
2016-02-29,96007,"90026","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",123,746500,0.0159227000544366,0.0536344389555399,0.112352853524065,0.0964361388256416,0.0174520072353339,"2016-02","2016-Q1",746500,0,"2016-02"
2016-02-29,84654,"60657","IL","Chicago","Cook","Chicago",124,304300,0.00230566534914361,0,-0.0126541207008436,0.00988213944540184,-0.00551418878042353,"2006-01","2006-Q1",321900,-0.0546753650201926,"2005-01"
2016-02-29,72460,"33157","FL","Miami-Fort Lauderdale","Miami-Dade","Village of Palmetto Bay",125,246600,0.00611995104039168,0.0262172284644195,0.151260504201681,0.113901624312055,-0.0209659173393507,"2007-04","2007-Q2",335500,-0.264977645305514,"2005-04"
2016-02-29,99013,"97007","OR","Portland","Washington","Beaverton",126,354500,0.00567375886524823,0.0207313561762165,0.105739238927012,0.0660260101097219,0.0150867782542514,"2016-02","2016-Q1",354500,0,"2016-02"
2016-02-29,95984,"90003","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",127,308500,0.00488599348534202,0.0164744645799012,0.0966939210806968,0.126577956912829,-0.0163800892628571,"2007-01","2007-Q1",414100,-0.255010866940353,"2005-07"
2016-02-29,90612,"75002","TX","Dallas-Fort Worth","Collin","Allen",128,253100,0.00997605746209098,0.0284437220642015,0.148887880163414,0.0842576602686263,0.0354205001423196,"2016-02","2016-Q1",253100,0,"2016-02"
2016-02-29,96506,"91766","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Pomona",129,339300,0.00712377560106857,0.0213726670680313,0.0449645826917154,0.0969744749145307,-0.0170824122465408,"2007-02","2007-Q1",421400,-0.194826767916469,"2005-03"
2016-02-29,97940,"95035","CA","San Jose","Santa Clara","Milpitas",130,818200,-0.000488639139995114,0.00466601178781925,0.0886109632783396,0.109982570723432,0.0215954361068564,"2016-01","2016-Q1",818600,-0.000488639139995114,"2016-01"
2016-02-29,96934,"92592","CA","Riverside","Riverside","Temecula",131,413500,0.00242424242424242,0.009521484375,0.031686626746507,0.0766701133267378,-0.0185799935722543,"2006-05","2006-Q2",505200,-0.181512272367379,"2004-05"
2016-02-29,65779,"19111","PA","Philadelphia","Philadelphia","Philadelphia",132,148600,-0.00335345405767941,-0.000672494956287828,0.0122615803814714,-0.00992622757063921,-0.0217243605512456,"2006-05","2006-Q2",186500,-0.203217158176944,"2004-09"
2016-02-29,84460,"60402","IL","Chicago","Cook","Berwyn",133,170600,-0.000585823081429408,0.00530347672362994,0.0447030006123699,0.0309278699333848,-0.0339976528522107,"2006-11","2006-Q4",247100,-0.309591258599757,"2002-08"
2016-02-29,60599,"07093","NJ","New York","Hudson","West New York",134,313600,-0.0175438596491228,-0.0406852248394004,0.00641848523748395,0.0155605067658418,-0.0196907313554875,"2007-05","2007-Q2",420900,-0.254929912093134,"2004-11"
2016-02-29,62026,"11215","NY","New York","Kings","New York",135,1043800,0.0142843261101934,0.0560501821125051,0.169917058955391,0.1111664491019,0.0594473510869131,"2016-02","2016-Q1",1043800,0,"2016-02"
2016-02-29,61788,"10312","NY","New York","Richmond","New York",136,442600,0.00135746606334842,0.002945841830954,0.0409219190968956,0.0113091735917006,-0.00343619006737605,"2006-10","2006-Q4",466100,-0.0504183651576915,"2005-08"
2016-02-29,93205,"80015","CO","Denver","Arapahoe","Centennial",137,325500,0.00618238021638331,0.0232631248035209,0.143308746048472,0.0925451463705915,0.0275664856754414,"2016-02","2016-Q1",325500,0,"2016-02"
2016-02-29,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",138,64600,-0.00462249614791988,0.00155038759689922,-0.03003003003003,-0.0113665893610435,0.00575052582008051,"2009-03","2009-Q1",75400,-0.143236074270557,"2006-07"
2016-02-29,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",139,148600,0.00814111261872456,0.0276625172890733,0.0966789667896679,0.0614234039085091,-0.00773579048526474,"2007-02","2007-Q1",164400,-0.0961070559610706,"2002-09"
2016-02-29,84611,"60609","IL","Chicago","Cook","Chicago",140,121400,0.00413564929693962,-0.0241157556270096,-0.0280224179343475,-0.0332994623413525,-0.0428434203066924,"2007-02","2007-Q1",191300,-0.365394668060638,"2002-03"
2016-02-29,73233,"34953","FL","Port St. Lucie","Saint Lucie","Port Saint Lucie",141,175200,0.0109636468551645,0.0422367638310529,0.192648059904697,0.114917236819669,-0.039259185651372,"2006-02","2006-Q1",261500,-0.330019120458891,"2004-07"
2016-02-29,96467,"91709","CA","Riverside","San Bernardino","Chino Hills",142,586900,-0.00153113303844845,-0.00136123872724179,-0.00727334235453315,0.048522768902497,-0.00803341146331182,"2006-04","2006-Q2",643600,-0.0880981976382847,"2005-09"
2016-02-29,84641,"60641","IL","Chicago","Cook","Chicago",143,253700,-0.000787711697518708,-0.000394011032308905,0.0279578606158833,0.0403223968495545,-0.0275020570270615,"2006-11","2006-Q4",342200,-0.258620689655172,"2003-07"
2016-02-29,62022,"11211","NY","New York","Kings","New York",144,977300,0.00617728817049315,0.0248531879194631,0.0655255124291321,0.137048959971881,,"2016-02","2016-Q1",977300,0,"2016-02"
2016-02-29,66705,"20906","MD","Washington","Montgomery","Silver Spring",145,303300,0.00297619047619048,0.0103264490339773,0.0147206423553028,0.0402425463910487,-0.0249788933522982,"2006-05","2006-Q2",394300,-0.230788739538423,"2004-08"
2016-02-29,96477,"91730","CA","Riverside","San Bernardino","Rancho Cucamonga",146,380100,0.00210914843132085,0.0168539325842697,0.048841059602649,0.0786604128675663,-0.0134685831611387,"2006-06","2006-Q2",447500,-0.150614525139665,"2005-04"
2016-02-29,84621,"60619","IL","Chicago","Cook","Chicago",147,120000,0.00671140939597316,0.0212765957446809,-0.004149377593361,-0.0176879259306073,-0.0301021063294996,"2007-08","2007-Q3",175000,-0.314285714285714,"2003-05"
2016-02-29,95770,"89031","NV","Las Vegas","Clark","North Las Vegas",148,182900,0.00274122807017544,0.014420410427066,0.0784198113207547,0.115695310251404,-0.0459325081193392,"2006-04","2006-Q2",294600,-0.379158180583842,"2004-01"
2016-02-29,76953,"44035","OH","Cleveland","Lorain","Elyria",149,86900,0.00346420323325635,0.00812064965197216,0.0199530516431925,-0.00720633541072191,-0.0266935414210925,"2006-07","2006-Q3",114100,-0.238387379491674,"1998-09"
2016-02-29,94890,"85308","AZ","Phoenix","Maricopa","Glendale",150,251300,0.00399520575309628,0.0169971671388102,0.0702725724020443,0.0985080926958599,-0.0244553507885857,"2006-01","2006-Q1",322400,-0.220533498759305,"2005-04"
2016-02-29,96656,"92114","CA","San Diego","San Diego","San Diego",151,373700,0.00918174453146098,0.0286264794935315,0.069547796222095,0.100511082760625,-0.0181676232086267,"2006-04","2006-Q2",452300,-0.173778465620164,"2004-07"
2016-02-29,97319,"93536","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Lancaster",152,277500,0.00835755813953488,0.0239852398523985,0.0535307517084282,0.0712521967379716,-0.033707468216862,"2006-07","2006-Q3",400000,-0.30625,"2004-05"
2016-02-29,97118,"93065","CA","Ventura","Ventura","Simi Valley",153,513300,0.00175644028103044,0.0106320141760189,0.0503376304481277,0.0599821043697288,-0.0116128909272097,"2006-06","2006-Q2",585200,-0.122863978127136,"2005-03"
2016-02-29,97073,"92880","CA","Riverside","Riverside","Eastvale",154,495100,-0.00181451612903226,-0.0010088781275222,0.0147571223611396,0.0636868992720725,-0.0203319723094569,"2006-03","2006-Q1",609500,-0.187694831829368,"2004-08"
2016-02-29,96186,"90631","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","La Habra",155,511200,0.00610116118874237,0.0183266932270916,0.0771175726927939,0.063813759129429,-0.0124110336916773,"2006-06","2006-Q2",585900,-0.127496159754224,"2005-05"
2016-02-29,97075,"92882","CA","Riverside","Riverside","Corona",156,419300,-0.000714966634890372,0.00263032042085127,0.0417391304347826,0.0714050341026669,-0.0219692209154131,"2006-06","2006-Q2",527200,-0.204666160849772,"2004-08"
2016-02-29,92225,"78046","TX","Laredo","Webb","Laredo",157,85700,0.00468933177022274,0.00233918128654971,-0.0103926096997691,0.0357391352466061,0.000350733973703221,"2014-02","2014-Q1",95900,-0.106360792492179,"2013-10"
2016-02-29,97740,"94533","CA","Vallejo","Solano","Fairfield",158,289500,0.00590687977762335,0.0197252553716097,0.0766084046113797,0.123260129848636,-0.0380046932743227,"2006-04","2006-Q2",429300,-0.325646401118099,"2004-01"
2016-02-29,96000,"90019","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",159,876400,0.00932857307382241,0.0182409666550482,0.0676087221342429,0.0921559420962823,0.00874747394400188,"2016-02","2016-Q1",876400,0,"2016-02"
2016-02-29,96411,"91402","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",160,385600,0.00731452455590387,0.0217276099629041,0.056727870649493,0.0848659403863252,-0.0229153128766182,"2006-08","2006-Q3",500600,-0.229724330803036,"2004-12"
2016-02-29,61169,"08753","NJ","New York","Ocean","Toms River",161,248000,0.00161550888529887,0.00526955816781516,0.0118319053447572,-0.0122765198751107,-0.0270956323421918,"2006-06","2006-Q2",329500,-0.247344461305008,"2004-01"
2016-02-29,62120,"11434","NY","New York","Queens","New York",162,388600,0.00699663125161959,0.0253298153034301,0.0882105852702324,0.0445531784560611,0.00459146221144136,"2007-05","2007-Q2",426900,-0.0897165612555634,"2006-05"
2016-02-29,97745,"94538","CA","San Francisco","Alameda","Fremont",163,752600,0.00601523860446464,0.0201979124305273,0.122613365155131,0.122718651932905,0.0200651373715528,"2016-02","2016-Q1",752600,0,"2016-02"
2016-02-29,67657,"23322","VA","Virginia Beach","Chesapeake City","Chesapeake",164,323800,0.00309789343246592,0.00621504039776259,0.0250079138968028,0.01579251811872,-0.00809007978149223,"2006-08","2006-Q3",356200,-0.0909601347557552,"2005-07"
2016-02-29,91889,"77379","TX","Houston","Harris","Tomball",165,232000,0,0.00476396708531832,0.0417602155365963,0.0465433046346195,0.0280688834059062,"2015-06","2015-Q2",232200,-0.000861326442721792,"2015-06"
2016-02-29,62179,"11691","NY","New York","Queens","New York",166,393300,0.0202334630350195,0.0410269984118581,0.0322834645669291,0.0291907174980819,-0.00292714629565216,"2006-11","2006-Q4",436200,-0.0983493810178817,"2005-12"
2016-02-29,96501,"91761","CA","Riverside","San Bernardino","Ontario",167,381800,0.00394425453589272,0.0151555437383675,0.0480373318693385,0.0847560364454583,-0.0168673090038685,"2006-05","2006-Q2",461700,-0.173056097032705,"2005-03"
2016-02-29,62190,"11706","NY","New York","Suffolk","Bay Shore",168,266800,-0.00112317484088356,-0.00224382946896036,-0.0298181818181818,-0.00581905911885594,-0.0319357593497351,"2007-03","2007-Q1",379400,-0.296784396415393,"2003-09"
2016-02-29,97711,"94501","CA","San Francisco","Alameda","Alameda",169,841000,0.00274233933468463,0.0138637733574442,0.11420243773185,0.0954212739329494,0.0195152917794839,"2016-02","2016-Q1",841000,0,"2016-02"
2016-02-29,60560,"07047","NJ","New York","Hudson","North Bergen",170,294800,-0.0013550135501355,0.00511421752471872,0.0435398230088496,0.0135604442314565,-0.0339453932518973,"2006-11","2006-Q4",442500,-0.333785310734463,"2004-04"
2016-02-29,95817,"89121","NV","Las Vegas","Clark","Las Vegas",171,147000,0.00341296928327645,0.0173010380622837,0.0800881704628949,0.108826376477635,-0.0527730922204123,"2006-09","2006-Q3",261900,-0.438717067583047,"2003-10"
2016-02-29,91221,"76063","TX","Dallas-Fort Worth","Tarrant","Mansfield",172,225600,0.00400534045393859,0.0180505415162455,0.110782865583456,0.0635328623667291,0.0254304213051222,"2016-02","2016-Q1",225600,0,"2016-02"
2016-02-29,60081,"06010","CT","Hartford","Hartford","Bristol",173,170900,0,-0.00407925407925408,0.00766509433962264,-0.0175294321608422,-0.019877492859542,"2007-03","2007-Q1",219800,-0.222474977252047,"2004-03"
2016-02-29,67720,"23452","VA","Virginia Beach","Virginia Beach City","Virginia Beach",174,224000,0.000446627958910228,0.00448430493273543,0.0177192185370286,0.0126059071657776,-0.00461291610590897,"2007-06","2007-Q2",240400,-0.0682196339434276,"2005-10"
2016-02-29,91941,"77450","TX","Houston","Fort Bend","Cinco Ranch",175,251400,-0.000397614314115308,-0.00198491464867011,0.0461922596754057,0.0563818169149526,0.0430724186719704,"2015-11","2015-Q4",251900,-0.00198491464867011,"2015-10"
2016-02-29,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",176,238900,0.000837871805613741,0,0.013576580398812,0.00920664620535971,-0.00945181238209269,"2006-08","2006-Q3",268300,-0.109578829668282,"2005-08"
2016-02-29,76971,"44060","OH","Cleveland","Lake","Mentor",177,152100,-0.00131319763624425,-0.00327653997378768,0.0099601593625498,0.00602453235579947,-0.0126214514579069,"2006-06","2006-Q2",173200,-0.121824480369515,"2002-03"
2016-02-29,96197,"90660","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Pico Rivera",178,394700,0.00688775510204082,0.0249285899766294,0.0781207320404261,0.0581003058057512,-0.0187402604350955,"2006-08","2006-Q3",498200,-0.207747892412686,"2005-03"
2016-02-29,84640,"60640","IL","Chicago","Cook","Chicago",179,189200,-0.00263574064312072,-0.0114942528735632,-0.0201967892283791,-0.00734081257859676,-0.0198058219389965,"2007-05","2007-Q2",235900,-0.197965239508266,"2002-07"
2016-02-29,81295,"53215","WI","Milwaukee","Milwaukee","Milwaukee",180,83400,0,0.0036101083032491,-0.0302325581395349,-0.0140188706798863,-0.0445872863372689,"2006-09","2006-Q3",133000,-0.372932330827068,"2002-04"
2016-02-29,97743,"94536","CA","San Francisco","Alameda","Fremont",181,844900,0.00631252977608385,0.0284844796104687,0.163613827296516,0.11321875318222,0.0219800427916061,"2016-02","2016-Q1",844900,0,"2016-02"
2016-02-29,65791,"19124","PA","Philadelphia","Philadelphia","Philadelphia",182,77700,0,-0.00892857142857143,0.0170157068062827,-0.0107149791995881,-0.0077658429586106,"2007-10","2007-Q4",94600,-0.178646934460888,"2005-08"
2016-02-29,93133,"79924","TX","El Paso","El Paso","El Paso",183,88800,0.00452488687782805,0.00909090909090909,0.0206896551724138,-0.00813116071743369,0.00509485972174284,"2007-11","2007-Q4",99700,-0.109327983951856,"2006-06"
2016-02-29,98040,"95206","CA","Stockton","San Joaquin","Stockton",184,200000,0.010611419909045,0.0395010395010395,0.1001100110011,0.123960440007862,-0.0600448802088821,"2006-04","2006-Q2",372100,-0.462510077936039,"2003-05"
2016-02-29,60642,"07305","NJ","New York","Hudson","Jersey City",185,249900,-0.00636182902584493,-0.0149783208513993,0.04125,0.00274352546831946,-0.0229472650750351,"2007-06","2007-Q2",359700,-0.305254378648874,"2004-08"
2016-02-29,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",186,304400,0.00395778364116095,0.017719826145102,0.0621074668527565,0.0486015554899575,0.0219875055350758,"2016-02","2016-Q1",304400,0,"2016-02"
2016-02-29,95804,"89108","NV","Las Vegas","Clark","Las Vegas",187,147700,0.00203527815468114,0.015818431911967,0.0981412639405204,0.139734920939782,-0.0491929259032862,"2006-06","2006-Q2",249700,-0.408490188225871,"2004-01"
2016-02-29,91744,"77095","TX","Houston","Harris","Cypress",188,201500,0.00149105367793241,0.0135814889336016,0.0549738219895288,0.0449920972633213,0.0242938812050864,"2016-02","2016-Q1",201500,0,"2016-02"
2016-02-29,77400,"45011","OH","Cincinnati","Butler","Hamilton",189,167700,0.00479328939484721,0.0139056831922612,0.0507518796992481,0.023105204272277,-0.000712761363312997,"2007-03","2007-Q1",169700,-0.0117855038302887,"2005-08"
2016-02-29,96245,"90813","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",190,336400,0.00568011958146487,0.0147812971342383,0.00960384153661465,0.0945808958643866,-0.0178770221183566,"2006-08","2006-Q3",417700,-0.194637299497247,"2005-03"
2016-02-29,61813,"10473","NY","New York","Bronx","New York",191,308900,-0.0146730462519936,-0.053325160894882,-0.0988914819136523,-0.0164437754162404,-0.00500662569563026,"2007-09","2007-Q3",373200,-0.172293676312969,"2005-11"
2016-02-29,66825,"21215","MD","Baltimore","Baltimore City","Baltimore",192,99400,0.00505561172901921,0.0311203319502075,0.0419287211740042,0.0129641942511241,0.010772674448764,"2008-01","2008-Q1",118700,-0.162594776748104,"2006-12"
2016-02-29,63776,"14850","NY","Ithaca","Tompkins","Ithaca",193,234100,0.00342906129447064,0.011231101511879,0.037677304964539,0.0369070662287618,0.0264565460459094,"2016-02","2016-Q1",234100,0,"2016-02"
2016-02-29,97721,"94513","CA","San Francisco","Contra Costa","Brentwood",194,507300,0.00674737051002183,0.0248484848484848,0.0895618556701031,0.106174322706118,-0.0237892402403195,"2006-01","2006-Q1",647900,-0.217008797653959,"2004-11"
2016-02-29,78823,"47906","IN","Lafayette-West Lafayette, IN","Tippecanoe","West Lafayette",195,165700,0.00241984271022384,0.00424242424242424,0.00485142510612492,0.0103307148379299,0.00656790638748572,"2009-07","2009-Q3",182100,-0.0900604063701263,"2008-09"
